web_url,snippet,lead_paragraph,abstract,print_page,blog,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,subsection_name,byline,type_of_material,_id,word_count
http://www.nytimes.com/2010/01/01/movies/01arts-A106BILLIONY_BRF.html,"The movie box office for 2009 reached $10.6 billion, up about 10.1 percent from $9.63 billion in domestic ticket sales in 2008.","The movie box office for 2009 reached $10.6 billion, up about 10.1 percent from $9.63 billion in domestic ticket sales in 2008, according to an estimate from Hollywood.com's box-office reporting service. The total included projected sales through Thursday night from a range of current releases including ''Avatar'' from 20th Century Fox and ''Sherlock Holmes'' from Warner Brothers. Theater admissions for the year totaled 1.42 billion, up about 5.9 percent from 1.31 billion admissions in 2008. The number was the highest since 2004, when about 1.52 billion tickets were sold. The total box-office revenue was a record, though other years would have posted higher revenue if adjusted to reflect inflation.","Hollywood.com box-office reporting service estimates ticket sales for 2009 at $10.6 billion, up about 10.1 percent from 2008 (S)",6,[],The New York Times,[],A $10.6. Billion Year For Hollywood,"[{""name""=>""organizations"", ""value""=>""HOLLYWOOD.COM""}, {""name""=>""subject"", ""value""=>""SALES""}, {""name""=>""subject"", ""value""=>""MOVIES""}, {""name""=>""subject"", ""value""=>""FINANCES""}]",2010-01-01T00:00:00Z,article,"Movies, Performing Arts/Weekend Desk",Movies; Arts,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Michael"", ""rank""=>1, ""lastname""=>""CIEPLY""}], ""original""=>""By MICHAEL  CIEPLY; Compiled by JULIE BLOOM""}",News,4fd28efe8eb7c8105d866122,111
http://www.nytimes.com/2010/01/01/books/01arts-ABSENTFROMSC_BRF.html,"A forgotten Robert Frost manuscript recently turned up in the basement of a Masonic lodge in Methuen, Mass.","A forgotten Robert Frost manuscript recently turned up in the basement of a Masonic lodge in Methuen, Mass. It's not a poem or an essay, but rather an attendance book Frost kept while teaching eighth grade at the Second Grammar School in Methuen in 1893. City officials say the book is somewhat the worse for wear, The Boston Globe reported, and they're applying for a $3,000 grant to restore and rebind it. The entries are apparently all in Frost's hand as he painstakingly ticked off, day by day, who showed up and who didn't. At the time Frost himself was only 17, or just a few years older than his pupils, and a recent dropout from Dartmouth College, where he hadn't even finished his first semester. But teachers didn't need credentials in those days, and besides, Frost had pull: his mother also taught at Second Grammar. Teaching was the family business. Frost's father was a teacher and a journalist, and after his death Frost's mother, who had been a teacher, supported the family by returning to the classroom. She even opened her own private school in Salem, N.H., and, not surprisingly her son, who was already writing and publishing poetry but needed a day job, was hired there too.","Attendance book kept by Robert Frost in 1893, when he taught eighth grade in Methuen, Mass, is discovered in basement of Masonic lodge (S)",6,[],The New York Times,[],Absent From School? Frost Kept Track,"[{""name""=>""persons"", ""value""=>""FROST, ROBERT""}, {""name""=>""glocations"", ""value""=>""METHUEN (MASS)""}, {""name""=>""organizations"", ""value""=>""MASONS""}, {""name""=>""subject"", ""value""=>""EDUCATION AND SCHOOLS""}, {""name""=>""subject"", ""value""=>""BOOKS AND LITERATURE""}, {""name""=>""subject"", ""value""=>""TEACHERS AND SCHOOL EMPLOYEES""}]",2010-01-01T00:00:00Z,article,"Movies, Performing Arts/Weekend Desk",Movies; Arts; Education; Books,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Charles"", ""rank""=>1, ""lastname""=>""McGRATH""}], ""original""=>""By CHARLES  McGRATH; Compiled by JULIE BLOOM""}",News,4fd276ae8eb7c8105d83791b,211
http://www.nytimes.com/2010/01/01/arts/01kids.html,FOR CHILDREN.,"FOR CHILDREN BROOKLYN MUSEUM TARGET FIRST SATURDAY: 'TRANSFORMATIONS' (Saturday) Most New Year's parties aren't suitable for children, but this one, part of the Brooklyn Museum's Target First Saturday series, welcomes entire families for dancing, karaoke and art. Highlights include the bilingual band Cordero (5 to 7 p.m.), a masquerade ball (7 to 8:30 p.m.) and a chance to sketch a live model in a dance pose (6:30 to 8:30 p.m.). From 5 to 11 p.m., 200 Eastern Parkway, at Prospect Park, (718) 638-5000, brooklynmuseum.org; free.",,18,[],The New York Times,[],Spare Times,"[{""name""=>""subject"", ""value""=>""CHILDREN AND YOUTH""}]",2010-01-01T00:00:00Z,article,"Movies, Performing Arts/Weekend Desk",Movies; Arts,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Laurel"", ""rank""=>1, ""lastname""=>""GRAEBER""}], ""original""=>""By LAUREL GRAEBER""}",Schedule,4fd276c68eb7c8105d837bfa,1294
http://www.nytimes.com/2010/01/01/opinion/01fri2.html,Jean-Marie Guéhenno has the qualities necessary to become the top United Nations representative in Afghanistan.,"Americans don't hear a lot about the top United Nations representative in Afghanistan, but the job is a critically important one. The mission's responsibilities include strengthening governance, combating corruption, monitoring and protecting human rights and assuring fair and independently supervised elections. The current representative, Kai Eide, has been a disappointment. He has been too quiet about President Hamid Karzai's corrupt associates and too tolerant of the lax accounting practices at United Nations development programs. He was too slow, even slower than Washington, to condemn Mr. Karzai's blatant rigging of the August presidential election. Mr. Eide has announced that he will be leaving soon. Choosing the right successor is vitally important. Securing and rebuilding Afghanistan is an international, not just an American, responsibility. Ban Ki-moon, the United Nations secretary general, is currently considering three candidates: Staffan de Mistura of Sweden, Jean-Marie Guéhenno of France and Ian Martin of Britain. Of these, we believe Mr. Guéhenno has most clearly demonstrated the qualities necessary for what is a very tough job.","Editorial urges United Nations Sec Gen Ban Ki-moon to select Jean-Marie Guehenno to fill post of top UN representative in Afghanistan; holds Guehenno has necessary qualifications and experience; says person must be able to work well with top NATO commander Gen Stanley McChrystal and US Amb Karl Eikenberry, as well as being able to demand tighter accounting from UN development agencies",28,[],The New York Times,[],The U.N. in Afghanistan,"[{""name""=>""persons"", ""value""=>""KARZAI, HAMID""}, {""name""=>""persons"", ""value""=>""EIDE, KAI""}, {""name""=>""persons"", ""value""=>""EIKENBERRY, KARL""}, {""name""=>""persons"", ""value""=>""GUEHENNO, JEAN-MARIE""}, {""name""=>""persons"", ""value""=>""MCCHRYSTAL, STANLEY A""}, {""name""=>""persons"", ""value""=>""BAN KI-MOON""}, {""name""=>""glocations"", ""value""=>""AFGHANISTAN""}, {""name""=>""organizations"", ""value""=>""NORTH ATLANTIC TREATY ORGANIZATION""}, {""name""=>""organizations"", ""value""=>""UNITED NATIONS""}, {""name""=>""subject"", ""value""=>""UNITED STATES INTERNATIONAL RELATIONS""}, {""name""=>""subject"", ""value""=>""INTERNATIONAL RELATIONS""}, {""name""=>""subject"", ""value""=>""UNITED STATES DEFENSE AND MILITARY FORCES""}, {""name""=>""subject"", ""value""=>""AFGHANISTAN WAR (2001- )""}, {""name""=>""subject"", ""value""=>""EDITORIALS""}, {""name""=>""subject"", ""value""=>""TERRORISM""}]",2010-01-01T00:00:00Z,article,Editorial Desk,Opinion,,,Editorial,4fd2a4f38eb7c8105d88c187,439
/data/daily/2010/01/01/525430.sgml,"The government of Xinjiang, the restive, predominantly Muslim region in far western China shaken recently by ethnic strife, said Thursday that it had adopted what appeared to be a sweeping law barring the spread of views deemed to threaten national...","The government of Xinjiang, the restive, predominantly Muslim region in far western China shaken recently by ethnic strife, said Thursday that it had adopted what appeared to be a sweeping law barring the spread of views deemed to threaten national unity. The government said on its Web site that the measure, a vaguely described law on ''education for ethnic unity in Xinjiang,'' was adopted Tuesday by the local legislature and would take effect in February.",,12,[],AP,[],China: Xinjiang Enacts a Curb On Dissent,[],2010-01-01T00:00:00Z,article,Foreign Desk,World,,"{""organization""=>""THE ASSOCIATED PRESS"", ""original""=>""By THE ASSOCIATED PRESS"", ""person""=>[]}",News,4fd2a4b78eb7c8105d88b6c6,79
http://www.nytimes.com/2010/01/01/nyregion/01nyc.html,"For Mayor Michael R. Bloomberg, an inauguration speech unlike any other. Theme: “I’m Still Here.”","Thank you very much and Happy New Year. Muchas gracias y Feliz Año Nuevo. Here we are on yet another inauguration day. The last time we did this, none of you thought you'd see me standing here again, did you? Come on, you can admit it. You had no ways of knowing that I'm the Elaine Stritch of New York politics. Remember that Sondheim number she sings? ''I'm Still Here.''",Clyde Haberman facetious NYC column has Mayor Michael R Bloomberg thanking everyone for making his third term possible (M),22,[],The New York Times,[],"Once, Twice, Three Times a Mayor. I Love You, New York.","[{""name""=>""persons"", ""value""=>""BLOOMBERG, MICHAEL R""}, {""name""=>""glocations"", ""value""=>""NEW YORK CITY""}, {""name""=>""subject"", ""value""=>""INAUGURATIONS""}, {""name""=>""subject"", ""value""=>""MAYORS""}, {""name""=>""subject"", ""value""=>""TERM LIMITS (POLITICAL OFFICE)""}, {""name""=>""subject"", ""value""=>""POLITICS AND GOVERNMENT""}, {""name""=>""subject"", ""value""=>""ELECTIONS""}]",2010-01-01T00:00:00Z,article,Metropolitan Desk,New York and Region,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Clyde"", ""rank""=>1, ""lastname""=>""HABERMAN""}], ""original""=>""By CLYDE HABERMAN""}",News,4fd2980c8eb7c8105d874fa3,845
http://www.legacy.com/Link.asp?I=LS000138040732,"<!-- IAN  BERG -->BERG--Ian J., 68, a managing partner of Eastern Technology Fund, died of pancreatic cancer.<br><br>
 ","<!-- IAN  BERG -->BERG--Ian J., 68, a managing partner of Eastern Technology Fund, died of pancreatic cancer.<br><br>
 ",,,[],The New York Times,[],"Paid Notice: Deaths  BERG, IAN ",[],2010-01-01T00:00:00Z,article,Classified,Paid Death Notices,,,Paid Death Notice,52140c5b79881007d591063b,14
http://www.legacy.com/Link.asp?I=LS000138040737,"<!-- ALAN  COHEN -->COHEN--Alan. The staff and volunteers of the Gift of Life Bone Marrow Foundation extend our deepest sympathy to the family, friends and colleagues of Alan Cohen. His memory will live on through the thousands of marrow donors...","<!-- ALAN  COHEN -->COHEN--Alan. The staff and volunteers of the Gift of Life Bone Marrow Foundation extend our deepest sympathy to the family, friends and colleagues of Alan Cohen. His memory will live on through the thousands of marrow donors tested on his behalf, leaving a legacy of hope for hundreds of patients for years to come. Jay Feinberg, Executive Director<br><br>
 ",,,[],The New York Times,[],"Paid Notice: Deaths  COHEN, ALAN ",[],2010-01-01T00:00:00Z,article,Classified,Paid Death Notices,,,Paid Death Notice,5213ff6b79881007d590da9c,58
http://www.nytimes.com/2010/01/01/arts/design/01time.html,"There are certain artworks that make us experience time with particular sharpness, deepening our emotional understanding of its nature.","Time gets special consideration today. We sweep out the old and ring in the new, take stock, dust off some of those perennial resolutions and maybe even formulate one or two new ones. Depending on your age and the way things have been going lately, this annual rite is not necessarily easy. So take refuge in art. There may be no better place -- no place more stimulating or ultimately more comforting -- to contemplate life's forward motion than a large museum, especially the great time machine that is the Metropolitan Museum of Art. The Met is closed today while most of us take a collective timeout for time, but -- at least for now -- there's always tomorrow.",Roberta Smith discusses ways in which concept of time is expressed in various works of art at the Metropolitan Mudeum of Art; photos (M),25,[],The New York Times,"[{""url""=>""images/2010/01/01/arts/01time-1/thumbStandard.jpg"", ""subtype""=>""thumbnail"", ""legacy""=>{""hasthumbnail""=>""Y"", ""thumbnailheight""=>75, ""thumbnail""=>""images/2010/01/01/arts/01time-1/thumbStandard.jpg""}, ""type""=>""image"", ""height""=>75}, {""width""=>568, ""url""=>""images/2010/01/01/arts/01time-1/popup.jpg"", ""height""=>500, ""subtype""=>""xlarge"", ""legacy""=>{""xlargewidth""=>568, ""xlargeheight""=>500, ""xlarge""=>""images/2010/01/01/arts/01time-1/popup.jpg"", ""hasxlarge""=>""Y""}, ""type""=>""image""}]","Time, the Infinite Storyteller","[{""name""=>""organizations"", ""value""=>""METROPOLITAN MUSEUM OF ART""}, {""name""=>""subject"", ""value""=>""TIME""}, {""name""=>""subject"", ""value""=>""ART""}]",2010-01-01T00:00:00Z,article,"Movies, Performing Arts/Weekend Desk",Movies; Arts,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Roberta"", ""rank""=>1, ""lastname""=>""SMITH""}], ""original""=>""By ROBERTA SMITH""}",News,4fd276ae8eb7c8105d83791c,2760
http://www.nytimes.com/2010/01/01/sports/ncaafootball/01sugar.html,"Despite one of the most successful college careers in recent memory, Tim Tebow is not a sure-fire N.F.L. prospect.","When Tim Tebow takes the field for fifth-ranked Florida in the Sugar Bowl on Friday night, it will mark the end of one of the most remarkable careers in college football. Tebow won two national titles, was a three-time Heisman finalist and will be remembered as a consummate competitor and a humanitarian.",,9,[],The New York Times,"[{""url""=>""images/2010/01/01/sports/01sugar_CA1/thumbStandard.jpg"", ""subtype""=>""thumbnail"", ""legacy""=>{""hasthumbnail""=>""Y"", ""thumbnailheight""=>75, ""thumbnail""=>""images/2010/01/01/sports/01sugar_CA1/thumbStandard.jpg""}, ""type""=>""image"", ""height""=>75}, {""width""=>500, ""url""=>""images/2010/01/01/sports/01sugar_CA1/popup.jpg"", ""height""=>520, ""subtype""=>""xlarge"", ""legacy""=>{""xlargewidth""=>500, ""xlargeheight""=>520, ""xlarge""=>""images/2010/01/01/sports/01sugar_CA1/popup.jpg"", ""hasxlarge""=>""Y""}, ""type""=>""image""}]","After Being a Florida Icon, Tebow Becomes an N.F.L. Question Mark","[{""name""=>""persons"", ""value""=>""TEBOW, TIM""}, {""name""=>""organizations"", ""value""=>""UNIVERSITY OF FLORIDA""}, {""name""=>""organizations"", ""value""=>""NATIONAL FOOTBALL LEAGUE""}, {""name""=>""subject"", ""value""=>""COLLEGE ATHLETICS""}, {""name""=>""subject"", ""value""=>""FOOTBALL""}]",2010-01-01T00:00:00Z,article,Sports Desk,Sports,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Pete"", ""rank""=>1, ""lastname""=>""THAMEL""}], ""original""=>""By PETE THAMEL""}",News,4fd276c68eb7c8105d837bfb,916
