web_url,snippet,lead_paragraph,abstract,print_page,blog,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,subsection_name,byline,type_of_material,_id,word_count
http://www.nytimes.com/2012/01/01/fashion/weddings/margo-lederhandler-douglas-zolkind-weddings.html,"The bride, a medical student, and the bridegroom, a lawyer, are married in Florida.","Margo Helen Lederhandler, a daughter of Dr. Judith W. Lederhandler and Dr. Marc R. Lederhandler of Pinecrest, Fla., was married Saturday evening to Douglas Samuel Zolkind, a son of Beth F. Zolkind and Dr. Neil A. Zolkind of Sleepy Hollow, N.Y. Rabbi Terry A. Bookman officiated at the Ritz-Carlton Coconut Grove in Miami. Cantor Rachelle Nelson assisted. Mrs. Zolkind, 26, is in her first year of medical school at Columbia. She graduated summa cum laude from the University of Pennsylvania. Her father is a gastroenterologist, and her mother is a pediatrician, both in private practice in Miami.",,10,[],The New York Times,"[{""url""=>""images/2012/01/01/fashion/weddings/01LEDERHANDLERjpg/01LEDERHANDLERjpg-thumbStandard.jpg"", ""subtype""=>""thumbnail"", ""legacy""=>{""hasthumbnail""=>""Y"", ""thumbnailheight""=>75, ""thumbnail""=>""images/2012/01/01/fashion/weddings/01LEDERHANDLERjpg/01LEDERHANDLERjpg-thumbStandard.jpg""}, ""type""=>""image"", ""height""=>75}]","Margo Lederhandler, Douglas Zolkind","[{""name""=>""subject"", ""value""=>""WEDDINGS AND ENGAGEMENTS""}]",2012-01-01T00:00:00Z,article,Society Desk,Style,,,News,4fd2a7238eb7c8105d88fc6b,181
http://www.nytimes.com/2012/01/01/business/letters-business-lessons-from-the-shackleton-mission.html,"Readers respond to “Reinvention and Survival, Circa 1915” (Dec. 25).","To the Editor: Re ''Reinvention and Survival, Circa 1915'' (Dec. 25), Nancy F. Koehn saw several business leadership lessons in the failed expedition of the polar explorer Ernest Shackleton.",,2,[],The New York Times,[],"Amid the Ice Floes, Lessons for Business","[{""name""=>""persons"", ""value""=>""SHACKLETON, ERNEST""}, {""name""=>""subject"", ""value""=>""OFFSHORE DRILLING AND EXPLORATION""}, {""name""=>""subject"", ""value""=>""OIL (PETROLEUM) AND GASOLINE""}, {""name""=>""subject"", ""value""=>""EXPLORATION AND EXPLORERS""}]",2012-01-01T00:00:00Z,article,Money and Business/Financial Desk,Business; Opinion,,,Letter,4fd2a7238eb7c8105d88fc71,524
http://query.nytimes.com/gst/fullpage.html?res=9C04E5D7103CF932A35752C0A9649D8B63,"PHILADELPHIA - One of the chief topics of conversation at any N.H.L. Winter Classic is where the next Winter Classic will be held.     The New York area is a candidate for the 2013 outdoor game, according to John Collins, the N.H.L.'s chief operating...","PHILADELPHIA - One of the chief topics of conversation at any N.H.L. Winter Classic is where the next Winter Classic will be held. The New York area is a candidate for the 2013 outdoor game, according to John Collins, the N.H.L.'s chief operating officer and the architect behind the league's wildly successful outdoor game.",NHL indicates that New York metropolitan area is a candidate for the 2013 outdoor Winter Classic. (M),11,[],The New York Times,[],New York In Running To Host Next Classic,"[{""name""=>""persons"", ""value""=>""COLLINS, JOHN""}, {""name""=>""glocations"", ""value""=>""NEW YORK CITY METROPOLITAN AREA""}, {""name""=>""subject"", ""value""=>""HOCKEY, ICE""}]",2012-01-01T00:00:00Z,article,Sports Desk,Sports,,"{""person""=>[{""firstname""=>""Jeff"", ""middlename""=>""Z."", ""lastname""=>""KLEIN"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}], ""original""=>""By JEFF Z. KLEIN""}",News,4fd2a7238eb7c8105d88fc7a,469
http://query.nytimes.com/gst/fullpage.html?res=9A02E5DD113CF932A35752C0A9649D8B63,"It was not a stellar year for huge sport utility vehicles, and the big news in pickup trucks was hidden under the hood -- Ford's shift to an efficient V-6 engine, replacing a thirsty base-level V-8 in its perennially bestselling F-150.     A wave of...","It was not a stellar year for huge sport utility vehicles, and the big news in pickup trucks was hidden under the hood -- Ford's shift to an efficient V-6 engine, replacing a thirsty base-level V-8 in its perennially bestselling F-150. A wave of new electric cars and plug-in hybrids may be on the way, but the internal combustion engine showed no signs of stepping aside for an upstart successor. On the contrary, some new models were powered by gasoline-burning piston engines, often in downsized form and paired with ultra efficient transmissions, that delivered mileage nearly unthinkable a few years ago.","Introduction to Automobiles Critics' Picks section, where reviewers select most memorable cars of 2011. (S)",1,[],The New York Times,[],Critics' Picks of 2011: Making Sense of a More Sensible Year,"[{""name""=>""subject"", ""value""=>""AUTOMOBILES""}]",2012-01-01T00:00:00Z,article,Automobiles,Automobiles,,,News,4fd2ae198eb7c8105d89b9e1,263
http://www.nytimes.com/2012/01/01/fashion/weddings/margo-lederhandler-douglas-zolkind-weddings.html,"The bride, a medical student, and the bridegroom, a lawyer, are married in Florida.","Margo Helen Lederhandler, a daughter of Dr. Judith W. Lederhandler and Dr. Marc R. Lederhandler of Pinecrest, Fla., was married Saturday evening to Douglas Samuel Zolkind, a son of Beth F. Zolkind and Dr. Neil A. Zolkind of Sleepy Hollow, N.Y. Rabbi Terry A. Bookman officiated at the Ritz-Carlton Coconut Grove in Miami. Cantor Rachelle Nelson assisted. Mrs. Zolkind, 26, is in her first year of medical school at Columbia. She graduated summa cum laude from the University of Pennsylvania. Her father is a gastroenterologist, and her mother is a pediatrician, both in private practice in Miami.",,10,[],The New York Times,"[{""url""=>""images/2012/01/01/fashion/weddings/01LEDERHANDLERjpg/01LEDERHANDLERjpg-thumbStandard.jpg"", ""subtype""=>""thumbnail"", ""legacy""=>{""hasthumbnail""=>""Y"", ""thumbnailheight""=>75, ""thumbnail""=>""images/2012/01/01/fashion/weddings/01LEDERHANDLERjpg/01LEDERHANDLERjpg-thumbStandard.jpg""}, ""type""=>""image"", ""height""=>75}]","Margo Lederhandler, Douglas Zolkind","[{""name""=>""subject"", ""value""=>""WEDDINGS AND ENGAGEMENTS""}]",2012-01-01T00:00:00Z,article,Society Desk,Style,,,News,4fd2a7238eb7c8105d88fc6b,181
http://www.nytimes.com/2012/01/01/business/letters-business-lessons-from-the-shackleton-mission.html,"Readers respond to “Reinvention and Survival, Circa 1915” (Dec. 25).","To the Editor: Re ''Reinvention and Survival, Circa 1915'' (Dec. 25), Nancy F. Koehn saw several business leadership lessons in the failed expedition of the polar explorer Ernest Shackleton.",,2,[],The New York Times,[],"Amid the Ice Floes, Lessons for Business","[{""name""=>""persons"", ""value""=>""SHACKLETON, ERNEST""}, {""name""=>""subject"", ""value""=>""OFFSHORE DRILLING AND EXPLORATION""}, {""name""=>""subject"", ""value""=>""OIL (PETROLEUM) AND GASOLINE""}, {""name""=>""subject"", ""value""=>""EXPLORATION AND EXPLORERS""}]",2012-01-01T00:00:00Z,article,Money and Business/Financial Desk,Business; Opinion,,,Letter,4fd2a7238eb7c8105d88fc71,524
http://query.nytimes.com/gst/fullpage.html?res=9C04E5D7103CF932A35752C0A9649D8B63,"PHILADELPHIA - One of the chief topics of conversation at any N.H.L. Winter Classic is where the next Winter Classic will be held.     The New York area is a candidate for the 2013 outdoor game, according to John Collins, the N.H.L.'s chief operating...","PHILADELPHIA - One of the chief topics of conversation at any N.H.L. Winter Classic is where the next Winter Classic will be held. The New York area is a candidate for the 2013 outdoor game, according to John Collins, the N.H.L.'s chief operating officer and the architect behind the league's wildly successful outdoor game.",NHL indicates that New York metropolitan area is a candidate for the 2013 outdoor Winter Classic. (M),11,[],The New York Times,[],New York In Running To Host Next Classic,"[{""name""=>""persons"", ""value""=>""COLLINS, JOHN""}, {""name""=>""glocations"", ""value""=>""NEW YORK CITY METROPOLITAN AREA""}, {""name""=>""subject"", ""value""=>""HOCKEY, ICE""}]",2012-01-01T00:00:00Z,article,Sports Desk,Sports,,"{""person""=>[{""firstname""=>""Jeff"", ""middlename""=>""Z."", ""lastname""=>""KLEIN"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}], ""original""=>""By JEFF Z. KLEIN""}",News,4fd2a7238eb7c8105d88fc7a,469
http://query.nytimes.com/gst/fullpage.html?res=9F04EED7163DF932A35752C0A9649D8B63,"IT was pitch black at 8:30 a.m. on a frigid Icelandic morning, but at least there was no snow falling. Though cloud cover the night before had scuttled my chance to see the Northern Lights, my plan for a 36-hour road trip from Reykjavik, ending a...","IT was pitch black at 8:30 a.m. on a frigid Icelandic morning, but at least there was no snow falling. Though cloud cover the night before had scuttled my chance to see the Northern Lights, my plan for a 36-hour road trip from Reykjavik, ending a great four days in Iceland, was in full effect. I had spent the previous day's precious daylight hours (about five at this time of year) seeing the geysers, waterfalls and icy landscapes of the Golden Circle, a popular route that loops northeast from the capital of Reykjavik and back again. When the sun disappeared, at about 3 p.m., I headed southeast to the snow-covered coast, skirting imposing mountains to arrive at a guesthouse called Vellir, on Route 219 off the main highway, where I planned to spend the night. I was to get moving before the sun rose, driving the 10 miles to Vik -- supposedly a picturesque village of 300 people, black sand beaches and amazing rock formations.","Seth Kugel Frugal Traveler column on traveling to Reykjavik, Iceland. Photos (M)1",4,[],The New York Times,[],"Warming Up Short Days, Long Nights in Iceland","[{""name""=>""glocations"", ""value""=>""REYKJAVIK (ICELAND)""}, {""name""=>""glocations"", ""value""=>""ICELAND""}, {""name""=>""subject"", ""value""=>""TRAVEL AND VACATIONS""}]",2012-01-01T00:00:00Z,article,Travel Desk,Travel,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Seth"", ""rank""=>1, ""lastname""=>""KUGEL""}], ""original""=>""By SETH KUGEL""}",News,4fd2a7258eb7c8105d88ff4c,1527
http://query.nytimes.com/gst/fullpage.html?res=9D04EEDE113CF932A35752C0A9649D8B63,BEST PICTURE     A.O. SCOTT  ,BEST PICTURE A.O. SCOTT,"A O Scott, Manohla Dargis and Stephen Holden list their predictions for Academy Award nominations in major categories. Drawing (M)1",14,[],The New York Times,[],Picks of Critics' Academy,"[{""name""=>""persons"", ""value""=>""SCOTT, A O""}, {""name""=>""persons"", ""value""=>""HOLDEN, STEPHEN""}, {""name""=>""persons"", ""value""=>""DARGIS, MANOHLA""}, {""name""=>""subject"", ""value""=>""ACADEMY AWARDS (OSCARS)""}]",2012-01-01T00:00:00Z,article,Arts and Leisure Desk,Arts,,,News,4fd2a7be8eb7c8105d8908f4,589
http://query.nytimes.com/gst/fullpage.html?res=9C05E0DE1E3DF932A35752C0A9649D8B63,"Here's a sampling of readers' responses to Alastair Macaulay's column on the choreographer Merce Cunningham as his company completed its two-year legacy tour.     ''Without the bias of an education in dance, I came to Merce on my own. Sitting in the...","Here's a sampling of readers' responses to Alastair Macaulay's column on the choreographer Merce Cunningham as his company completed its two-year legacy tour. ''Without the bias of an education in dance, I came to Merce on my own. Sitting in the rafters at City Center every March, I'd watch the legions leave halfway through, unable to grasp the language of his gestures or the sounds that accompanied them. Years later when coincidence led me to share my life for some years with a dancer in the company, Merce admitted his pleasure at testing the limits of his audience, suggesting in not so many words that the ones who made it through somehow earned the pleasures he suffered, and earned, in his own art.''",,2,[],The New York Times,[],COMMENTS,[],2012-01-01T00:00:00Z,article,Arts and Leisure Desk,Arts; Opinion,,,Letter,4fd2a4208eb7c8105d88a073,208
http://www.nytimes.com/2012/01/01/nyregion/events-in-new-jersey.html,A guide to cultural and recreational events in New Jersey.,A guide to cultural and recreational events in New Jersey. Items for the calendar should be sent at least three weeks in advance to njtowns@nytimes.com. Comedy,,8,[],The New York Times,[],New Jersey,"[{""name""=>""glocations"", ""value""=>""NEW JERSEY""}, {""name""=>""subject"", ""value""=>""CULTURE (ARTS)""}, {""name""=>""subject"", ""value""=>""ART""}]",2012-01-01T00:00:00Z,article,Metropolitan Desk,New York and Region,,,Schedule,4fd2a4208eb7c8105d88a07c,2841
http://query.nytimes.com/gst/fullpage.html?res=9F01E6DF123AF932A35752C0A9649D8B63,"FALVELLA--Mary Dowling on December 30, 2011 of Sunnyside, NY, formerly of Greenwich, CT. Beloved wife of the late George F. Falvella. Loving mother of Mary Browne, George (Susan), Myles (Linda), Francis, Eileen Fontaine (Jack), Anne and Paul....","FALVELLA--Mary Dowling on December 30, 2011 of Sunnyside, NY, formerly of Greenwich, CT. Beloved wife of the late George F. Falvella. Loving mother of Mary Browne, George (Susan), Myles (Linda), Francis, Eileen Fontaine (Jack), Anne and Paul. Cherished grandmother of George, Michael, Victoria, Pierce, Ben and Sarah. Memorial Funeral Mass will be celebrated at Queen of Angels RC Church, Sunnyside, NY, Saturday, January 14, 2012 at 10am. Memorial services to be held in Greenwich, CT at a later date.",,24,[],The New York Times,[],"Paid Notice: Deaths  FALVELLA, MARY DOWLING ON DECEMBER 30","[{""name""=>""persons"", ""value""=>""FALVELLA, MARY DOWLING ON DECEMBER 30""}]",2012-01-01T00:00:00Z,article,Classified,Paid Death Notices,,,Paid Death Notice,4fd2a4208eb7c8105d88a08b,79
http://query.nytimes.com/gst/fullpage.html?res=9C0DE3DF123AF932A35752C0A9649D8B63,"WOJNILOWER--Sue, beloved wife of Al; loving mother of Daniel, Michael, Joel, and Samuel; adoring grandmother of Josh, Marissa, Karli, Rena and Levi; died at age 79 on December 31 after long struggles with cancer and Parkinson's Disease. She lives on...","WOJNILOWER--Sue, beloved wife of Al; loving mother of Daniel, Michael, Joel, and Samuel; adoring grandmother of Josh, Marissa, Karli, Rena and Levi; died at age 79 on December 31 after long struggles with cancer and Parkinson's Disease. She lives on in our hearts and memories. Funeral services will be held at Plaza Jewish Community Chapel at 11:30am on Monday January 2.",,24,[],The New York Times,[],"Paid Notice: Deaths  WOJNILOWER, SUE","[{""name""=>""persons"", ""value""=>""WOJNILOWER, SUE""}]",2012-01-01T00:00:00Z,article,Classified,Paid Death Notices,,,Paid Death Notice,4fd2a4208eb7c8105d88a09a,61
http://query.nytimes.com/gst/fullpage.html?res=9401EEDB143CF932A35752C0A9649D8B63,"UPPER EAST SIDE CO-OP     $965,000  ","UPPER EAST SIDE CO-OP $965,000",,3,[],The New York Times,[],On The Market,[],2012-01-01T00:00:00Z,article,Real Estate Desk,Real Estate,,"{""person""=>[{""firstname""=>""Vivian"", ""middlename""=>""S."", ""lastname""=>""TOY"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}, {""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Elsa"", ""rank""=>2, ""lastname""=>""BRENNER""}, {""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Suzanne"", ""rank""=>3, ""lastname""=>""HAMLIN""}, {""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Antoinette"", ""rank""=>4, ""lastname""=>""MARTIN""}], ""original""=>""By VIVIAN S. TOY, ELSA BRENNER, SUZANNE HAMLIN and ANTOINETTE MARTIN""}",News,4fd2a7238eb7c8105d88fc6a,87
http://query.nytimes.com/gst/fullpage.html?res=9D03E2D7123CF932A35752C0A9649D8B63,"In the wake of its latest high-profile exoneration, the Texas criminal justice community is grappling with the issue of prosecutorial misconduct.     Murder charges against Michael Morton have been officially dismissed, and he is now out of prison...","In the wake of its latest high-profile exoneration, the Texas criminal justice community is grappling with the issue of prosecutorial misconduct. Murder charges against Michael Morton have been officially dismissed, and he is now out of prison after 25 years, but the ramifications of his case have just begun. His lawyers have asked a Texas court to launch an unprecedented inquiry into whether Ken Anderson, the prosecutor who secured Mr. Morton's conviction, ought to face criminal charges and professional discipline.",,25B,[],The New York Times,[],Prosecutorial Misconduct Moves to Front of Agenda,[],2012-01-01T00:00:00Z,article,National Desk,U.S.,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Brandi"", ""rank""=>1, ""lastname""=>""GRISSOM""}], ""original""=>""By BRANDI GRISSOM""}",News,4fd2a7238eb7c8105d88fc70,216
http://query.nytimes.com/gst/fullpage.html?res=9C00EEDB143FF932A35752C0A9649D8B63,1. Audi A7     2. Chrysler 300 and Dodge Charger  ,1. Audi A7 2. Chrysler 300 and Dodge Charger,Jerry Garrett lists his picks for most memorable automobiles of 2011. Photos (M),1,[],The New York Times,[],Making Sense of a More Sensible Year,"[{""name""=>""subject"", ""value""=>""AUTOMOBILES""}]",2012-01-01T00:00:00Z,article,Automobiles,Automobiles,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Jerry"", ""rank""=>1, ""lastname""=>""GARRETT""}], ""original""=>""By JERRY GARRETT""}",News,4fd2a7258eb7c8105d88fe72,685
http://www.nytimes.com/2012/01/01/travel/travel-advice-from-a-white-house-correspondent.html,"Even in hot Saudi Arabia, a sweater can come in handy.","For more than 15 years, Helene Cooper, a White House correspondent for The New York Times, has followed American presidents and diplomats to places like Beijing, Tripoli, Kandahar and Jerusalem. Here, some packing wisdom from an international road warrior. The key is to pack light. The last time I checked bags on a reporting trip was when I was going to Iraq in 2003, and that's only because my flak jacket weighed 18 pounds.","Helene Cooper, former White House correspondent for the New York Times, offers advice for packing light when traveling. Drawing (M)",3,[],The New York Times,[],Chasing Presidents in Blue Frye Boots,"[{""name""=>""subject"", ""value""=>""TRAVEL AND VACATIONS""}]",2012-01-01T00:00:00Z,article,Travel Desk,Travel,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Helene"", ""rank""=>1, ""lastname""=>""COOPER""}], ""original""=>""By HELENE COOPER""}",News,4fd2a7258eb7c8105d88ff4d,312
http://query.nytimes.com/gst/fullpage.html?res=9C04EEDD163CF932A35752C0A9649D8B63,"When the Big City Book Club reconvenes for its next online literary discussion on Jan. 10, we will be talking about Alfred Kazin's ''A Walker in the City,'' the writer's 1951 memoir of growing up in Brownsville, Brooklyn.      The book is a...","When the Big City Book Club reconvenes for its next online literary discussion on Jan. 10, we will be talking about Alfred Kazin's ''A Walker in the City,'' the writer's 1951 memoir of growing up in Brownsville, Brooklyn. The book is a celebration of Mr. Kazin's poor immigrant childhood in the pushcart universe of 1920s and '30s Jewish New York. It is also a record of his path out of that world, and his arrival among the New York Intellectuals, the storied group of Jewish writers and social theorists who graduated from City College and included Daniel Bell, Nathan Glazer and Irving Howe, among others.",,6,[],The New York Times,[],Big City Book Club,[],2012-01-01T00:00:00Z,article,Metropolitan Desk,New York and Region,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Ginia"", ""rank""=>1, ""lastname""=>""BELLAFANTE""}], ""original""=>""By GINIA BELLAFANTE""}",News,4fd2a4208eb7c8105d88a074,394
http://query.nytimes.com/gst/fullpage.html?res=9905E3DF103CF932A35752C0A9649D8B63,"When I was young, I played a dice baseball game for hundreds of hours a year. My favorite part of managing was using the bullpen. I loved all the random names bunched together on the stat sheet with the big stars.     Sometimes, I recreated old World...","When I was young, I played a dice baseball game for hundreds of hours a year. My favorite part of managing was using the bullpen. I loved all the random names bunched together on the stat sheet with the big stars. Sometimes, I recreated old World Series by studying the cumulative box scores in the Baseball Encyclopedia. I tried to use everybody. How awful it would feel, I reasoned, to be eligible for the World Series but never play.","Tyler Kepner recalls notable sports moment from 2011, remembering St Louis Cardinals manager Tony La Russa's gesture of respect and his kindness in using all 25 of his players as Cardinals won the World Series over Texas Rangers. Photo (M)",8,[],The New York Times,[],"2011: A Gesture of Respect, in the Box Score","[{""name""=>""persons"", ""value""=>""LA RUSSA, TONY""}, {""name""=>""organizations"", ""value""=>""ST LOUIS CARDINALS""}, {""name""=>""organizations"", ""value""=>""TEXAS RANGERS""}, {""name""=>""subject"", ""value""=>""BASEBALL""}, {""name""=>""subject"", ""value""=>""WORLD SERIES""}]",2012-01-01T00:00:00Z,article,Sports Desk,Sports,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Tyler"", ""rank""=>1, ""lastname""=>""KEPNER""}], ""original""=>""By TYLER KEPNER""}",News,4fd2a4208eb7c8105d88a07d,451
http://query.nytimes.com/gst/fullpage.html?res=9B0CE3D9103CF932A35752C0A9649D8B63,INTERACTIVE Readers are invited to choose who they think the award winners should be for the 2012 Oscars.     nytimes.com/movies  ,INTERACTIVE Readers are invited to choose who they think the award winners should be for the 2012 Oscars. nytimes.com/movies,,3,[],The New York Times,[],ONLINE,[],2012-01-01T00:00:00Z,article,Metropolitan Desk,New York and Region,,,News,4fd2a4208eb7c8105d88a083,19
http://query.nytimes.com/gst/fullpage.html?res=9402E4DF123AF932A35752C0A9649D8B63,"REDSTONE--Edward. Alpine Country Club, its Officers, Board of Governors and Members deeply mourn the passing of their member, Mr. Edward Redstone, and offer their deepest sympathy to his wife, Madeline and the entire Redstone and Sweetwood Families....","REDSTONE--Edward. Alpine Country Club, its Officers, Board of Governors and Members deeply mourn the passing of their member, Mr. Edward Redstone, and offer their deepest sympathy to his wife, Madeline and the entire Redstone and Sweetwood Families. Alpine Country Club John Margaritis, President",,24,[],The New York Times,[],"Paid Notice: Deaths  REDSTONE, EDWARD","[{""name""=>""persons"", ""value""=>""REDSTONE, EDWARD""}]",2012-01-01T00:00:00Z,article,Classified,Paid Death Notices,,,Paid Death Notice,4fd2a4208eb7c8105d88a092,43
http://query.nytimes.com/gst/fullpage.html?res=9A01E3DF123AF932A35752C0A9649D8B63,"SILVERMAN--Ralfe Oliver Peter, JR. ""ROPS"", died December 26. Our deepest condolences to our dearest friend Selma and all of their children and family. Selma and Ralfe's journey of life for 38 years was a magical experience admired by many. A...","SILVERMAN--Ralfe Oliver Peter, JR. ""ROPS"", died December 26. Our deepest condolences to our dearest friend Selma and all of their children and family. Selma and Ralfe's journey of life for 38 years was a magical experience admired by many. A celebration of his life will be held January 15th at 21200 NE 38th Avenue, Aventura, FL 33180. With our love, Fran and Herb Wilson",,24,[],The New York Times,[],"Paid Notice: Deaths  SILVERMAN, RALFE OLIVER PETER","[{""name""=>""persons"", ""value""=>""SILVERMAN, RALFE OLIVER PETER""}]",2012-01-01T00:00:00Z,article,Classified,Paid Death Notices,,,Paid Death Notice,4fd2a4208eb7c8105d88a09b,64
http://query.nytimes.com/gst/fullpage.html?res=9407E7D6143CF932A35752C0A9649D8B63,"COVERING more than two decades, ''Pretty Much Everything'' (Taschen, $700) is the first comprehensive monograph of the work of the Dutch wife-and-husband photo team Inez van Lamsweerde and Vinoodh Matadin. The three-volume set, which includes a...","COVERING more than two decades, ''Pretty Much Everything'' (Taschen, $700) is the first comprehensive monograph of the work of the Dutch wife-and-husband photo team Inez van Lamsweerde and Vinoodh Matadin. The three-volume set, which includes a silkscreen print, jumbles together 666 photos. Some were originally ads; others first appeared in gallery shows. The resulting mix, in which glamorous celebrity portraits meet androgynous fine-art photos and manneristic fashion editorials, may seem a bit schizophrenic. But Ms. van Lamsweerde said that the book was constructed to show that these distinct genres matter less and less, at least for globally in-demand photographers like them. ''Sometimes our work that's been published as an advertising campaign ends up on the walls of a museum,'' she said. Above, ''Hilary and Irina at the St. Regis Hotel,'' originally published in 2006 in Self Service magazine. STEPHEN HEYMAN","Dutch wife-and-husband photo team Inez van Lamsweerde and Vinoodh Matadin publish three-volume monograph entitled Pretty Much Everything, which features 666 photographs they created for both ads and gallery shows. Photo (S)",3,[],The New York Times,[],Borderless Photos,"[{""name""=>""creative_works"", ""value""=>""PRETTY MUCH EVERYTHING (BOOK)""}, {""name""=>""persons"", ""value""=>""MATADIN, VINOODH""}, {""name""=>""persons"", ""value""=>""VAN LAMSWEERDE, INEZ""}, {""name""=>""subject"", ""value""=>""BOOKS AND LITERATURE""}, {""name""=>""subject"", ""value""=>""PHOTOGRAPHY""}]",2012-01-01T00:00:00Z,article,Style Desk,Style; Books,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Stephen"", ""rank""=>1, ""lastname""=>""HEYMAN""}], ""original""=>""By STEPHEN HEYMAN""}",News,4fd2a4228eb7c8105d88a24c,140
http://query.nytimes.com/gst/fullpage.html?res=9803E0D8153CF932A35752C0A9649D8B63,Gambling is becoming a blood sport among developers. Gov. Andrew M. Cuomo wants a constitutional amendment to legalize full casino gambling. That's the easy part. There are already nine racetrack casinos and six American Indian casinos in New York....,"Gambling is becoming a blood sport among developers. Gov. Andrew M. Cuomo wants a constitutional amendment to legalize full casino gambling. That's the easy part. There are already nine racetrack casinos and six American Indian casinos in New York. But the battle will be fierce over how many new casinos to allow, and where. The racetracks don't want competition. Other interests would cut the ties between casino gambling and horse racing. The Seneca and Oneida Nations oppose legalization. The Las Vegas and Atlantic City outfits favor casinos everywhere, especially in Manhattan; otherwise they will try to kill the amendment. What will Donald J. Trump or Stephen A. Wynn do? In the meantime, it's a full employment act for the lobbyists.",Charles V Bagli predicts developments in commercial and residential real estate in New York City in 2012 and speculates on how fierce the battle over legalized gambling will become among New York State developers intent on getting a piece of the action in building new casinos. Drawing (M)a,4,[],The New York Times,[],Development,"[{""name""=>""glocations"", ""value""=>""NEW YORK STATE""}, {""name""=>""glocations"", ""value""=>""NEW YORK CITY""}, {""name""=>""subject"", ""value""=>""REAL ESTATE AND HOUSING (RESIDENTIAL)""}, {""name""=>""subject"", ""value""=>""REAL ESTATE (COMMERCIAL)""}, {""name""=>""subject"", ""value""=>""GAMBLING""}, {""name""=>""subject"", ""value""=>""CASINOS""}, {""name""=>""subject"", ""value""=>""BUILDING (CONSTRUCTION)""}]",2012-01-01T00:00:00Z,article,Metropolitan Desk,New York and Region,,"{""person""=>[{""firstname""=>""Charles"", ""middlename""=>""V."", ""lastname""=>""BAGLI"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}], ""original""=>""By CHARLES V. BAGLI""}",News,4fd2a4248eb7c8105d88a403,280
http://www.nytimes.com/2012/01/01/arts/music/norah-jones-lists-her-favorite-music.html,"As her band the Little Willies prepares to release its second album, Norah Jones talks about the music that influenced her.","It took Norah Jones precisely one year to become a household name. Her debut album, ''Come Away With Me,'' was released in February 2002, and by the following February it had sold four million copies and she had won five Grammys. A side project she created the following year is less well known. As a diversion from the pressures of following up one of the best-selling debuts of all time, Ms. Jones and four friends formed the band the Little Willies (named after her childhood hero, Willie Nelson) and began playing her favorite country songs at a series of unannounced gigs at the Living Room, a tiny music venue in New York.",,25B,[],The New York Times,"[{""url""=>""images/2012/01/01/us/01TTLANGER/01TTLANGER-thumbStandard.jpg"", ""subtype""=>""thumbnail"", ""legacy""=>{""hasthumbnail""=>""Y"", ""thumbnailheight""=>75, ""thumbnail""=>""images/2012/01/01/us/01TTLANGER/01TTLANGER-thumbStandard.jpg""}, ""type""=>""image"", ""height""=>75}]",Norah Jones and the Music She Loves,"[{""name""=>""persons"", ""value""=>""JONES, NORAH""}, {""name""=>""glocations"", ""value""=>""TEXAS""}, {""name""=>""subject"", ""value""=>""MUSIC""}, {""name""=>""subject"", ""value""=>""COUNTRY MUSIC""}]",2012-01-01T00:00:00Z,article,National Desk,U.S.,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Andy"", ""rank""=>1, ""lastname""=>""LANGER""}], ""original""=>""By ANDY LANGER""}",News,4fd2997c8eb7c8105d87707d,904
